,PM2.5,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
17993,44.0,4.0,21.0,300.0,111.0,18.5,1009.9,-15.0,0.0,2.3
17994,39.0,4.0,44.0,500.0,87.0,17.4,1009.9,-14.6,0.0,1.3
17995,41.0,3.0,57.0,500.0,71.0,16.9,1010.3,-15.0,0.0,1.2
17996,41.0,3.0,59.0,500.0,64.0,15.5,1010.6,-12.9,0.0,1.0
17997,44.0,3.0,76.0,600.0,47.0,15.8,1010.7,-14.7,0.0,2.0
17998,53.0,5.0,100.0,800.0,24.0,14.2,1010.8,-12.1,0.0,0.7
17999,59.0,6.0,112.0,900.0,11.0,12.5,1011.1,-11.9,0.0,1.3
18000,62.0,7.0,114.0,1100.0,6.0,12.0,1011.1,-11.6,0.0,1.6
18001,60.0,9.0,99.0,900.0,11.0,15.1,1012.0,-14.2,0.0,3.1
18002,45.0,2.0,44.0,500.0,52.0,14.6,1012.2,-16.8,0.0,3.1
18003,33.0,4.0,28.0,300.0,65.0,13.7,1012.2,-18.7,0.0,2.7
18004,29.0,5.0,22.0,300.0,70.0,13.2,1012.0,-17.8,0.0,3.2
18005,19.0,7.0,24.0,300.0,70.0,12.3,1012.2,-18.5,0.0,2.8
18006,21.0,9.0,14.0,300.0,77.0,11.3,1013.4,-19.3,0.0,3.1
18007,23.0,7.0,22.0,300.0,69.0,11.0,1014.3,-19.5,0.0,2.4
18008,16.0,4.0,24.0,300.0,70.0,12.5,1015.5,-18.4,0.0,1.7
18009,15.0,9.0,19.0,300.0,75.0,13.5,1016.4,-18.9,0.0,3.3
18010,18.0,8.0,15.0,300.0,80.0,14.2,1016.4,-19.7,0.0,3.1
18011,6.0,5.0,11.0,300.0,87.0,15.3,1016.2,-18.9,0.0,3.9
18012,8.0,3.0,8.0,300.0,94.0,16.2,1015.6,-19.8,0.0,4.0
18013,12.0,2.0,8.0,300.0,96.0,16.9,1014.9,-21.0,0.0,5.2
18014,16.0,3.0,8.0,300.0,97.0,17.8,1013.9,-20.4,0.0,4.2
18015,14.0,2.0,9.0,300.0,98.0,18.3,1013.1,-20.0,0.0,5.0
18016,12.0,2.0,9.0,300.0,97.0,18.8,1013.0,-19.6,0.0,4.9
18017,12.0,2.0,11.0,300.0,96.0,18.3,1012.9,-20.0,0.0,5.2
18018,10.0,2.0,15.0,300.0,92.0,17.6,1013.2,-20.5,0.0,3.4
18019,11.0,2.0,27.0,300.0,80.0,16.5,1013.8,-19.5,0.0,2.7
18020,10.0,4.0,47.0,500.0,58.0,15.4,1014.5,-20.4,0.0,2.0
18021,15.0,7.0,84.0,700.0,24.0,13.5,1015.3,-18.9,0.0,1.0
18022,11.0,2.0,58.0,500.0,46.0,11.5,1016.1,-15.1,0.0,1.3
18023,14.0,3.0,50.0,500.0,51.0,10.2,1016.9,-15.4,0.0,1.6
18024,33.0,4.0,48.0,500.0,44.0,13.7,1018.0,-18.7,0.0,2.7
18025,44.0,2.0,13.0,200.0,76.0,13.7,1018.9,-18.7,0.0,2.8
18026,31.0,2.0,11.0,200.0,77.0,12.8,1019.9,-18.1,0.0,3.8
18027,24.0,2.0,10.0,200.0,78.0,11.4,1020.2,-18.1,0.0,3.2
18028,15.0,2.0,7.0,200.0,81.08452754571155,9.8,1021.0,-17.4,0.0,2.8
18029,11.0,2.0,10.0,200.0,79.0,7.4,1022.2,-14.2,0.0,4.3
18030,11.0,2.0,15.0,300.0,68.0,6.2,1023.1,-14.6,0.0,3.5
18031,10.0,2.0,24.0,300.0,63.0,5.7,1024.2,-16.2,0.0,3.6
18032,13.0,2.0,24.0,300.0,64.0,6.2,1024.9,-17.1,0.0,3.6
18033,15.0,3.0,22.0,300.0,70.0,6.8,1025.9,-18.1,0.0,4.4
18034,12.0,2.0,18.0,300.0,77.0,8.0,1026.6,-19.8,0.0,3.9
18035,9.0,2.0,15.0,300.0,84.0,9.0,1026.4,-21.1,0.0,3.3
18036,12.0,2.0,14.0,300.0,89.0,10.5,1025.9,-22.5,0.0,2.0
18037,12.0,2.0,12.0,300.0,95.0,11.8,1024.9,-21.5,0.0,1.7
18038,19.0,3.0,15.0,300.0,98.0,12.8,1024.0,-22.3,0.0,1.8
18039,16.0,4.0,16.0,300.0,99.0,13.7,1023.4,-23.4,0.0,2.3
18040,20.0,5.0,21.0,400.0,94.0,13.6,1022.9,-21.7,0.0,2.7
18041,21.0,5.0,22.0,400.0,100.0,13.2,1022.3,-20.5,0.0,3.7
18042,23.0,4.0,22.0,400.0,99.0,12.3,1022.3,-19.8,0.0,3.5
18043,21.0,4.0,30.0,400.0,87.0,11.1,1022.7,-9.9,0.0,4.5
18044,47.0,13.0,43.0,800.0,54.0,10.0,1023.8,-8.2,0.0,4.4
18045,45.0,12.0,37.0,700.0,54.0,8.9,1024.6,-8.2,0.0,3.7
18046,38.0,11.0,41.0,700.0,47.0,8.2,1025.3,-8.4,0.0,3.7
18047,38.0,12.0,44.0,700.0,41.0,7.3,1025.4,-8.3,0.0,3.3
18048,40.0,13.0,54.0,700.0,27.0,5.9,1025.4,-8.4,0.0,1.3
18049,44.0,12.0,58.0,700.0,20.0,3.8,1025.8,-8.3,0.0,0.8
18050,44.0,14.0,64.0,800.0,15.0,2.3,1025.9,-7.9,0.0,1.2
18051,44.0,12.0,71.0,900.0,7.0,1.2,1025.8,-7.8,0.0,1.1
18052,56.0,10.0,75.0,1200.0,7.0,1.3,1025.8,-7.0,0.0,1.3
18053,55.0,10.0,76.0,1100.0,6.0,0.0,1025.7,-7.5,0.0,0.9
18054,52.0,12.0,74.0,1100.0,6.0,-0.3,1025.9,-7.4,0.0,1.4
18055,73.0,20.0,70.0,1200.0,9.0,0.4,1026.2,-6.9,0.0,0.6
18056,68.0,17.0,74.0,1400.0,13.0,5.5,1026.6,-6.1,0.0,0.6
18057,66.0,19.0,76.0,1400.0,22.0,8.6,1026.9,-12.0,0.0,2.0
18058,58.0,20.0,84.0,1400.0,26.0,12.2,1026.7,-15.5,0.0,1.6
18059,36.0,15.0,56.0,900.0,51.0,14.6,1026.1,-16.8,0.0,2.1
18060,24.0,8.0,38.0,600.0,70.0,15.9,1025.2,-17.0,0.0,2.3
18061,13.0,4.0,27.0,500.0,84.0,16.6,1024.2,-17.9,0.0,2.7
18062,20.0,4.0,23.0,400.0,96.0,17.1,1023.3,-19.1,0.0,2.4
18063,19.659575863833798,3.0,19.0,400.0,111.0,17.9,1022.3,-18.5,0.0,3.1
18064,10.039982783899156,2.2648284855202077,18.0,300.0,119.0,17.9,1021.8,-18.5,0.0,3.8
18065,9.0,2.0,16.0,300.0,106.0,17.7,1021.6,-18.6,0.0,3.8
18066,17.0,2.0,22.0,300.0,96.0,16.6,1021.9,-17.9,0.0,3.5
18067,20.0,2.0,32.0,400.0,87.0,15.5,1022.4,-17.3,0.0,3.0
18068,23.0,2.0,35.0,500.0,82.0,14.6,1023.1,-15.6,0.0,3.3
18069,32.0,2.0,49.0,600.0,66.0,13.9,1023.6,-15.1,0.0,2.7
18070,36.0,2.0,52.0,600.0,62.0,13.7,1024.0,-15.3,0.0,3.8
18071,37.0,2.0,53.0,600.0,57.0,11.8,1024.4,-14.9,0.0,1.2
18072,42.0,2.0,89.0,800.0,18.0,8.0,1024.7,-12.5,0.0,0.3
18073,53.0,4.0,99.0,1100.0,8.0,7.4,1025.6,-10.9,0.0,2.3
18074,64.0,14.0,96.0,1200.0,7.0,5.9,1026.8,-4.9,0.0,3.2
18075,114.0,30.0,93.0,3300.0,5.0,4.9,1027.3,-3.6,0.0,4.1
18076,90.0,37.0,86.0,3200.0,10.211091366418138,4.2,1028.0,-6.1,0.0,3.8
18077,74.0,49.0,73.0,2600.0,16.0,2.6,1028.6,-6.8,0.0,1.0
18078,68.0,48.0,78.0,2700.0,16.0,2.5,1029.2,-8.5,0.0,1.5
18079,64.0,49.0,80.0,2800.0,20.0,2.2,1029.6,-8.8,0.0,0.7
18080,78.0,46.0,74.0,2700.0,27.0,5.8,1029.9,-9.3,0.0,1.0
18081,63.0,40.0,60.0,2200.0,50.0,7.2,1030.4,-10.6,0.0,2.9
18082,66.0,38.0,60.0,2300.0,53.0,8.6,1030.4,-9.9,0.0,2.5
18083,65.0,34.0,57.0,2100.0,61.0,10.2,1029.7,-10.6,0.0,1.6
18084,72.0,33.0,58.0,2100.0,69.0,11.7,1028.9,-10.6,0.0,2.0
18085,78.0,32.0,59.0,1900.0,79.0,13.3,1027.6,-10.6,0.0,1.2
18086,70.0,26.0,51.0,1500.0,92.0,14.2,1026.3,-10.6,0.0,2.0
18087,66.0,24.0,51.0,1500.0,98.0,15.1,1025.2,-9.8,0.0,1.8
18088,66.0,24.0,50.0,1400.0,105.0,15.4,1024.7,-10.3,0.0,2.1
18089,75.0,24.0,54.0,1400.0,113.0,15.1,1024.4,-9.8,0.0,2.2
18090,80.0,24.0,62.0,1500.0,106.0,14.2,1024.4,-8.5,0.0,1.7
18091,85.0,27.0,80.0,1800.0,81.0,13.0,1024.7,-6.6,0.0,1.3
18092,104.0,31.0,97.0,2000.0,58.0,12.0,1025.6,-5.5,0.0,1.4
18093,114.0,28.0,113.0,2000.0,46.0,9.6,1025.9,-5.1,0.0,1.0
18094,124.0,30.0,135.0,2100.0,30.0,10.7,1026.2,-3.8,0.0,2.1
18095,149.0,40.0,106.0,1900.0,43.0,9.5,1026.5,-4.1,0.0,1.7
18096,138.0,46.0,117.0,1700.0,21.0,8.0,1026.7,-1.3,0.0,2.1
18097,135.0,44.0,127.0,2000.0,5.0,6.8,1026.9,-1.1,0.0,1.3
18098,122.0,40.0,121.0,2000.0,2.0,5.2,1026.7,-0.8,0.0,1.2
18099,125.0,43.0,110.0,1900.0,2.0,4.8,1026.4,-0.6,0.0,1.7
18100,114.0,37.0,95.0,2000.0,4.0,3.5,1026.5,-1.9,0.0,0.6
18101,115.0,43.0,96.0,2500.0,5.0,2.3,1026.3,-2.4,0.0,0.6
18102,112.0,31.0,99.0,2200.0,2.0,1.2,1026.8,-2.7,0.0,0.2
18103,116.0,26.0,99.0,2100.0,3.0,2.1,1027.4,-2.1,0.0,0.0
18104,122.0,32.0,97.0,2200.0,6.0,6.1,1027.9,-2.0,0.0,0.6
18105,129.0,51.0,102.0,2500.0,16.0,8.4,1028.1,-4.8,0.0,2.0
18106,129.0,83.0,106.0,2700.0,37.0,9.9,1028.3,-4.9,0.0,1.5
18107,138.0,83.0,100.0,2800.0,55.0,11.6,1028.0,-5.0,0.0,1.8
18108,158.0,83.0,107.0,3000.0,63.0,13.4,1027.2,-4.8,0.0,1.9
18109,163.0,88.0,111.0,3300.0,81.0,15.2,1026.3,-3.2,0.0,2.1
18110,157.0,68.0,89.0,2900.0,102.0,16.8,1025.2,-0.9,0.0,2.4
18111,110.0,36.0,53.0,1800.0,123.0,17.5,1024.5,-0.8,0.0,4.0
18112,89.0,22.0,35.0,1200.0,137.0,17.9,1024.0,-0.9,0.0,3.3
18113,88.0,22.0,37.0,1200.0,137.0,17.5,1024.0,-0.8,0.0,2.7
18114,89.0,21.0,40.0,1100.0,132.0,16.9,1024.5,-1.3,0.0,4.4
18115,90.0,22.0,48.0,1000.0,118.0,16.0,1025.0,0.1,0.0,2.1
18116,119.0,27.0,68.0,1200.0,92.0,15.5,1025.3,0.9,0.0,1.7
18117,134.0,28.0,84.0,1400.0,68.0,15.3,1025.5,-0.5,0.0,3.1
18118,127.0,26.0,72.0,1200.0,69.0,14.8,1025.8,-0.1,0.0,2.8
18119,98.0,24.0,51.0,900.0,78.0,14.3,1025.7,0.2,0.0,2.8
18120,95.0,24.0,55.0,900.0,70.0,14.1,1025.6,0.0,0.0,3.5
18121,96.0,23.0,60.0,1000.0,57.0,13.3,1025.6,0.3,0.0,2.0
18122,100.0,21.0,69.0,1000.0,41.0,11.1,1025.5,-0.1,0.0,0.7
18123,111.0,27.0,55.0,1100.0,50.0,8.0,1025.3,-0.3,0.0,0.3
18124,110.0,24.0,54.0,1100.0,28.49215768003544,7.3,1025.4,0.0,0.0,0.8
18125,115.0,16.0,98.0,1300.0,2.0,6.3,1025.7,-0.5,0.0,1.1
18126,120.0,15.0,109.0,1500.0,2.0,6.1,1025.9,-0.2,0.0,1.1
18127,128.0,18.0,121.0,1800.0,3.0,6.1,1026.4,0.2,0.0,1.2
18128,138.0,22.0,116.0,1700.0,6.0,9.2,1026.3,0.9,0.0,0.7
18129,141.41023241212432,24.0,112.0,1700.0,13.0,12.4,1026.5,0.5,0.0,0.6
18130,145.0,26.0,115.83002181157505,1500.0,28.0,14.1,1026.4,1.0,0.0,0.9
18131,154.0,27.0,112.0,1600.0,44.0,16.1,1025.9,-0.6,0.0,2.8
18132,146.0,28.0,84.0,1500.0,90.0,17.9,1025.2,-2.4,0.0,3.7
18133,102.0,31.0,39.0,1100.0,140.0,18.7,1024.1,-2.9,0.0,4.0
18134,85.0,27.0,31.0,900.0,156.0,20.1,1022.9,-4.3,0.0,3.2
18135,82.0,24.0,29.0,800.0,162.0,19.9,1022.1,-5.9,0.0,4.5
18136,72.0,19.0,27.0,700.0,164.0,20.1,1021.6,-7.4,0.0,3.7
18137,62.0,15.0,28.0,600.0,157.0,19.6,1021.2,-6.2,0.0,4.1
18138,74.0,20.0,36.0,800.0,150.0,18.6,1021.3,-5.5,0.0,3.8
18139,85.0,19.0,42.0,800.0,136.0,17.7,1021.6,-3.2,0.0,3.8
18140,89.0,18.0,44.0,800.0,128.0,17.0,1022.1,-1.2,0.0,4.9
18141,81.0,20.0,45.0,800.0,115.0,16.2,1022.3,-0.5,0.0,4.7
18142,72.0,18.0,41.0,800.0,111.0,15.5,1022.2,-0.7,0.0,4.5
18143,74.0,16.0,35.0,700.0,111.0,14.8,1022.1,0.2,0.0,6.5
18144,61.0,14.0,30.0,600.0,106.0,14.4,1021.5,0.2,0.0,5.5
18145,56.0,14.0,30.0,600.0,100.0,14.0,1021.1,0.6,0.0,4.3
18146,57.0,14.0,32.0,600.0,91.0,13.2,1020.6,0.2,0.0,3.1
18147,58.0,15.0,33.0,600.0,87.0,12.6,1020.2,0.7,0.0,3.3
18148,62.0,16.0,40.0,700.0,74.0,11.5,1020.0,0.6,0.0,1.7
18149,66.0,16.0,44.0,700.0,65.0,9.0,1020.0,-0.1,0.0,0.6
18150,69.0,14.0,60.0,700.0,43.0,6.8,1020.0,-0.2,0.0,0.5
18151,74.0,11.0,97.0,1000.0,4.0,6.8,1020.2,-0.2,0.0,1.0
18152,99.0,16.0,113.0,1600.0,6.0,11.0,1020.0,-1.1,0.0,1.8
18153,114.0,18.0,112.0,1700.0,14.0,12.4,1019.6,-0.5,0.0,1.7
18154,100.0,20.796688769267817,99.0,1300.0,29.0,13.9,1019.1,-0.2,0.0,1.2
18155,108.0,25.316504324597116,96.0,1083.2172295480057,42.0,14.9,1018.5,-0.8,0.0,1.8
18156,113.0,31.0,74.0,1114.0994078088115,78.0,16.3,1017.1,-0.4,0.0,2.4
18157,120.0,36.0,60.0,1100.0,111.52654421321085,17.7,1015.7,-0.1,0.0,2.2
18158,115.0,32.0,44.0,1000.0,137.12227414755364,19.0,1014.3,1.0,0.0,3.0
18159,113.0,31.0,36.0,900.0,153.0,19.7,1012.8,1.6,0.0,4.4
18160,118.0,36.0,38.0,1000.0,160.0,19.4,1012.0,1.4,0.0,2.9
18161,132.0,37.0,41.0,1100.0,163.0,19.2,1011.3,1.6,0.0,2.6
18162,143.0,47.0,50.0,1200.0,154.0,18.9,1011.1,1.8,0.0,2.8
18163,152.0,49.0,58.0,1400.0,142.0,18.3,1011.0,2.2,0.0,2.4
18164,149.0,46.0,75.0,1600.0,114.0,17.9,1011.2,2.6,0.0,2.7
18165,142.0,37.0,55.0,1300.0,122.0,17.6,1010.9,2.3,0.0,3.4
18166,112.0,30.0,44.0,1100.0,115.0,16.8,1010.3,2.0,0.0,3.9
18167,105.0,22.0,42.0,1000.0,99.0,16.1,1009.7,1.4,0.0,2.9
18168,96.0,23.0,38.0,900.0,96.0,15.5,1009.1,1.9,0.0,2.8
18169,89.0,22.0,40.0,800.0,85.0,15.4,1008.6,3.2,0.0,3.8
18170,97.0,26.0,38.0,800.0,79.0,14.9,1008.4,4.0,0.0,3.0
18171,102.0,24.0,44.0,800.0,69.0,14.3,1008.2,4.0,0.0,1.1
18172,105.0,23.0,53.0,900.0,58.401226906275,13.7,1007.5,4.0,0.0,1.2
18173,114.0,23.0,83.0,1100.0,33.0,12.1,1007.6,3.8,0.0,0.5
18174,156.0,20.0,128.0,1600.0,2.0,11.1,1007.6,3.1,0.0,1.4
18175,74.0,8.0,27.0,400.0,77.0,16.1,1007.9,-4.5,0.0,4.8
18176,26.0,6.0,15.0,300.0,90.0,16.8,1008.6,-2.8,0.0,4.6
18177,23.0,5.0,13.0,300.0,92.0,17.5,1008.8,-2.2,0.0,4.2
18178,31.0,5.0,12.0,300.0,92.0,18.0,1009.1,-2.3,0.0,6.4
18179,63.0,4.0,11.0,300.0,90.0,18.7,1008.9,-1.8,0.0,6.0
18180,103.0,3.0,11.0,300.0,87.0,19.4,1008.5,-1.2,0.0,7.0
18181,96.0,2.0,12.0,300.0,89.0,20.4,1008.1,-0.9,0.0,6.6
18182,79.0,3.0,13.0,300.0,96.0,22.1,1007.5,-0.6,0.0,4.0
18183,50.0,3.0,13.0,300.0,105.0,23.1,1007.2,-0.4,0.0,3.6
18184,24.0,3.0,12.0,300.0,110.0,22.6,1007.3,-0.9,0.0,4.6
18185,26.0,2.0,15.0,300.0,110.0,22.8,1007.9,-1.4,0.0,4.2
18186,22.0,2.0,17.0,400.0,109.0,21.8,1008.5,-1.5,0.0,3.2
18187,27.0,2.0,26.0,400.0,96.0,21.1,1009.5,-2.1,0.0,3.0
18188,32.0,3.0,35.0,600.0,82.0,20.4,1010.8,-2.7,0.0,2.2
18189,26.0,3.0,54.0,600.0,56.0,18.4,1011.5,-2.6,0.0,1.6
18190,31.0,4.0,95.0,800.0,14.0,15.1,1012.2,-1.9,0.0,1.0
18191,28.0,5.0,71.0,600.0,33.0,12.6,1012.2,-1.4,0.0,0.5
18192,28.0,5.0,78.0,600.0,21.0,10.9,1012.2,-1.2,0.0,0.0
18193,50.0,2.0,95.0,900.0,2.0,10.1,1011.9,-0.1,0.0,0.0
18194,42.0,5.0,96.0,1300.0,3.0,9.1,1011.8,-0.3,0.0,0.0
18195,34.0,8.0,99.0,1200.0,2.0,8.3,1012.2,0.5,0.0,1.2
18196,39.0,9.0,100.0,1100.0,2.0,8.9,1012.6,-0.2,0.0,0.7
18197,40.0,9.0,94.0,900.0,2.0,7.6,1012.9,-0.1,0.0,0.7
18198,44.0,8.0,99.0,1000.0,2.0,7.4,1013.0,0.4,0.0,1.0
18199,51.0,8.0,92.0,1000.0,2.0,7.9,1013.3,1.1,0.0,1.1
18200,60.0,10.0,92.0,1100.0,4.0,11.4,1013.7,0.8,0.0,1.0
18201,69.0,13.0,105.0,1400.0,6.0,14.9,1013.8,2.4,0.0,1.2
18202,113.0,22.0,124.0,2000.0,9.0,16.5,1013.5,2.1,0.0,2.2
18203,147.0,35.0,132.0,2300.0,24.0,18.1,1012.8,2.4,0.0,1.8
18204,135.0,42.0,100.0,1800.0,64.0,19.6,1011.3,2.9,0.0,2.8
18205,140.0,33.0,80.0,1700.0,100.0,20.9,1010.1,3.1,0.0,2.5
18206,129.0,31.0,63.0,1400.0,120.0,22.3,1008.7,-1.1,0.0,2.9
18207,68.0,17.0,28.0,600.0,142.0,22.3,1007.6,-1.8,0.0,4.3
18208,59.0,25.0,28.0,600.0,148.0,22.7,1007.0,-1.4,0.0,3.4
18209,63.0,30.0,31.0,600.0,137.0,22.6,1006.4,-0.9,0.0,3.3
18210,63.0,17.0,34.0,600.0,136.0,22.2,1006.2,-1.2,0.0,4.5
18211,62.0,12.0,37.0,600.0,122.0,21.3,1006.3,-1.3,0.0,1.2
18212,66.0,13.0,64.0,700.0,84.0,18.6,1006.7,3.6,0.0,2.8
18213,95.0,21.0,108.0,1300.0,38.0,17.2,1006.7,4.2,0.0,1.9
18214,157.0,25.0,132.0,1700.0,11.0,16.3,1006.7,4.6,0.0,1.4
18215,152.0,24.0,138.0,1900.0,3.0,14.4,1006.4,4.9,0.0,1.6
18216,142.0,23.0,134.0,1900.0,2.0,13.6,1006.2,4.7,0.0,1.8
18217,137.0,22.0,124.0,1700.0,2.0,13.3,1005.9,4.7,0.0,1.6
18218,124.0,19.0,116.0,1600.0,2.0,12.9,1005.3,4.8,0.0,2.1
18219,136.0,18.0,109.0,1600.0,2.0,13.7,1005.2,4.0,0.0,1.4
18220,122.0,18.0,108.0,1600.0,1.9879717183533594,14.0,1004.9,3.7,0.0,1.7
18221,119.0,15.0,102.0,1500.0,2.0,12.9,1005.0,3.5,0.0,0.5
18222,121.0,16.0,101.0,1600.0,2.0,10.9,1005.7,4.1,0.0,0.8
18223,121.0,22.0,104.0,2000.0,2.0,10.7,1006.1,3.9,0.0,0.7
18224,133.0,30.0,109.0,2100.0,5.0,13.0,1006.2,3.9,0.0,1.6
18225,140.0,36.0,104.0,2000.0,15.0,14.6,1006.5,4.3,0.0,1.4
18226,162.0,38.0,92.0,1800.0,40.0,16.2,1006.4,4.9,0.0,1.4
18227,160.0,39.0,84.0,1700.0,63.0,17.6,1005.7,5.5,0.0,1.1
18228,171.0,38.0,70.0,1600.0,92.0,18.4,1005.1,6.6,0.0,1.6
18229,176.0,40.0,57.0,1500.0,116.0,19.7,1004.1,8.4,0.0,1.9
18230,182.0,40.0,45.0,1500.0,141.0,20.9,1003.2,8.5,0.0,2.4
18231,185.0,38.0,42.0,1500.0,156.0,22.0,1002.7,8.5,0.0,1.8
18232,161.0,30.0,39.0,1200.0,161.0,21.8,1002.2,8.3,0.0,1.1
18233,158.0,24.0,41.0,1200.0,163.0,21.8,1002.1,8.7,0.0,1.6
18234,160.0,21.0,51.0,1200.0,147.0,21.2,1002.4,8.8,0.0,0.8
18235,180.0,19.0,87.0,1700.0,98.0,18.7,1003.0,9.5,0.0,0.3
18236,189.0,22.0,118.0,2000.0,64.0,18.5,1003.6,8.5,0.0,1.6
18237,185.0,31.0,137.0,1900.0,45.0,18.7,1004.5,8.6,0.0,2.4
18238,180.0,39.0,74.0,1800.0,105.0,18.1,1004.9,8.4,0.0,2.4
18239,170.0,32.0,68.0,1600.0,108.0,17.5,1004.8,8.1,0.0,2.5
18240,154.0,27.0,58.0,1400.0,106.0,17.0,1005.0,8.4,0.0,2.0
18241,157.0,26.0,55.0,1600.0,93.0,16.5,1004.9,8.5,0.0,2.7
18242,176.0,29.0,55.0,2300.0,75.0,15.5,1005.4,8.0,0.0,2.0
18243,179.0,31.0,57.0,2400.0,69.0,14.9,1005.3,8.4,0.0,2.1
18244,165.0,27.0,48.0,2200.0,71.0,14.5,1005.1,8.2,0.0,3.4
18245,151.0,22.0,42.0,2200.0,68.0,13.5,1005.5,8.5,0.0,1.4
18246,149.0,25.0,49.0,2400.0,58.0,13.0,1006.1,9.4,0.1,1.3
18247,159.0,26.0,63.0,2800.0,37.0,13.3,1007.3,8.6,0.0,1.5
18248,162.0,25.0,81.0,3000.0,18.0,13.0,1008.4,7.9,0.0,2.8
18249,161.0,18.0,82.0,3300.0,14.0,11.5,1009.7,9.2,2.0,1.8
18250,161.0,15.0,91.0,3700.0,4.0,11.0,1011.3,9.7,3.6,1.8
18251,148.0,9.0,83.0,3600.0,14.0,10.8,1011.6,9.4,0.6,1.6
18252,144.0,13.0,78.0,3400.0,18.0,10.8,1012.4,9.2,0.1,1.3
18253,155.0,15.0,75.0,3100.0,18.0,10.3,1012.2,8.7,0.2,2.2
18254,132.0,13.0,54.0,1800.0,43.0,11.4,1012.0,8.4,0.0,1.5
18255,110.0,9.0,50.0,1300.0,56.0,11.4,1012.0,8.1,0.0,1.8
18256,59.0,5.0,62.0,800.0,37.0,10.9,1012.6,7.4,0.0,1.7
18257,25.50795086129876,2.7373870156796203,68.66739503465557,479.9099641116124,24.499518918147697,10.8,1013.2,6.2,0.0,2.3
18258,18.60597284188721,2.461054959869836,66.56483949617365,404.00561896876764,25.481863005376287,10.9,1014.0,5.8,0.0,2.3
18259,34.35644732178974,3.8290140580304857,57.86683460687817,538.6306954509264,37.05399841042388,10.7,1014.8,5.2,0.0,1.5
18260,49.13366258115255,4.789325662920594,55.620387700712314,681.8475788348503,41.85772202571908,10.4,1016.2,3.9,0.0,0.9
18261,59.0,5.0,62.0,800.0,37.0,10.5,1017.5,2.6,0.0,1.3
18262,63.95545957833214,4.461037069268706,77.00567150474124,893.0879589463759,22.480832333266655,9.2,1017.6,3.2,0.0,1.3
18263,66.2,3.9,84.9,900.0,12.4,8.9,1018.2,3.1,0.0,1.6
18264,68.0,4.0,73.0,800.0,19.0,7.8,1018.5,3.6,0.0,0.1
18265,70.0,4.0,62.0,800.0,27.0,6.7,1018.5,4.4,0.0,0.9
18266,74.0,2.0,70.0,800.0,14.0,6.9,1018.7,4.9,0.0,1.1
18267,81.0,3.0,96.0,1100.0,2.0,6.3,1018.5,4.5,0.0,0.2
18268,87.0,2.0,95.0,1200.0,-1.9791500906203523,6.8,1018.4,4.6,0.0,1.1
18269,89.0,3.0,84.0,1000.0,6.0,7.7,1018.6,3.2,0.0,1.3
18270,66.0,5.0,63.0,700.0,23.0,6.6,1019.0,3.0,0.0,1.1
18271,64.0,5.0,67.0,800.0,17.0,6.6,1019.6,3.2,0.0,1.3
18272,65.0,6.0,70.0,800.0,18.0,8.3,1019.7,2.9,0.0,0.7
18273,68.0,7.0,77.0,1000.0,21.0,10.4,1020.0,2.0,0.0,0.8
18274,62.0,8.0,67.0,800.0,42.0,11.8,1019.8,-4.4,0.0,2.3
18275,46.22873029655105,5.179598064676896,46.81516293800159,548.4825670613867,67.34802653544321,12.3,1019.2,-5.7,0.0,2.6
18276,31.0,2.0,29.0,400.0,87.0,12.6,1017.9,-6.9,0.0,2.0
18277,26.0,2.0,24.0,400.0,94.0,12.4,1016.5,-7.1,0.0,2.3
18278,28.0,2.0,29.0,400.0,91.0,12.4,1015.6,-7.6,0.0,1.6
18279,33.0,3.0,36.0,500.0,86.0,12.3,1014.6,-7.7,0.0,2.0
18280,41.0,3.0,41.0,500.0,80.0,12.1,1013.2,-6.9,0.0,0.7
18281,36.0,3.0,45.0,600.0,78.0,11.9,1012.6,-7.5,0.0,1.8
18282,42.0,3.0,48.0,600.0,73.0,10.6,1012.0,-2.1,0.0,0.7
18283,40.0,3.0,47.0,600.0,70.0,10.4,1011.5,0.7,0.0,0.9
18284,43.0,3.0,53.0,700.0,59.0,9.9,1011.6,-0.3,0.0,0.5
18285,38.0,3.0,62.0,700.0,47.0,9.8,1011.0,-0.1,0.1,1.3
18286,49.0,3.0,75.0,800.0,31.0,8.6,1010.1,2.6,0.5,0.7
18287,46.0,2.0,59.0,700.0,43.0,8.7,1009.7,0.6,0.1,1.7
18288,42.0,2.0,43.0,600.0,56.0,6.6,1008.5,2.5,1.4,3.2
18289,40.0,2.0,43.0,700.0,52.0,5.9,1007.4,3.7,3.7,1.6
18290,45.0,2.0,44.0,800.0,44.0,5.5,1006.7,3.5,5.0,2.2
18291,42.0,2.0,41.0,900.0,43.0,5.3,1004.9,3.6,2.7,1.1
18292,43.0,2.0,32.0,900.0,54.0,5.2,1003.7,3.7,1.4,1.3
18293,40.0,2.0,22.0,900.0,66.0,4.9,1003.2,3.2,0.9,1.3
18294,41.0,2.0,24.0,900.0,62.0,4.6,1001.4,3.4,0.4,2.0
18295,51.0,2.0,34.0,800.0,45.0,4.7,1000.7,3.0,0.0,1.8
18296,55.0,2.0,37.0,800.0,39.0,4.8,999.8,2.8,0.0,3.2
18297,51.0,2.0,43.0,900.0,39.0,5.4,998.9,2.9,0.0,1.8
